trans_id,amount,balance,account,type,operation,characterization,bank,year,month,day,sex,first_name,last_name,phone,email,address,district_name,region,no_of_inhabitants,no_of_cities,ratio_of_urban_inhabitants,average_salary,amount_mean,amount_std,etiqueta_fraude
1365485,24561.0,60187.7,,PRIJEM,VKLAD,N/C,N/B,1998,December,124,Female,Aylin,Jackson,617-660-9652,aylin.jackson9@outlook.com,8893 South Cactus Rd.,Breclav,south Moravia,124605,8,46.0,8772,7131.821874,10057.39228,1
840630,24047.0,63030.4,,PRIJEM,VKLAD,N/C,N/B,1997,December,188,Male,Zackary,Pope,109-111-7556,zackary.pope@outlook.com,8434 Tower St.,Decin,north Bohemia,133777,11,84.7,8705,7131.821874,10057.39228,1
14427,14.6,31963.6,,VYDAJ,VYBER,SLUZBY,N/B,1997,December,365,Female,Natalie,Robinson,352-888-5607,natalie.robinson@gmail.com,114 Spring Street,Jicin,east Bohemia,77917,5,53.5,8390,7131.821874,10057.39228,0
718224,26800.0,18281.5,,VYDAJ,VYBER,N/C,N/B,1997,December,167,Female,Hannah,Pierre,212-928-6339,hannah.pierre67@gmail.com,82 Applegate Dr.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
35340,3146.0,24182.1,11191487.0,VYDAJ,PREVOD NA UCET,SIPO,GH,1997,December,250,Female,Kylie,Bailey,978-722-6846,kylie.bailey@gmail.com,16 NW. Rosewood Drive,Brno - venkov,south Moravia,157042,9,33.9,8743,7131.821874,10057.39228,0
840600,24047.0,61104.8,,PRIJEM,VKLAD,N/C,N/B,1995,June,7,Male,Zackary,Pope,109-111-7556,zackary.pope@outlook.com,8434 Tower St.,Decin,north Bohemia,133777,11,84.7,8705,7131.821874,10057.39228,1
140492,1700.0,30058.9,,VYDAJ,VYBER,N/C,N/B,1998,June,3,Female,Sawyer,Chen,734-199-7826,sawyer.chen@outlook.com,85 Linda St.,Zlin,south Moravia,197099,10,74.7,9624,7131.821874,10057.39228,0
64709,6460.0,28406.0,80643814.0,PRIJEM,PREVOD Z UCTU,DUCHOD,WX,1996,December,71,Female,Ivy,Ruiz,631-216-0148,ivy.ruiz@gmail.com,26 Jones Drive,Louny,north Bohemia,85852,4,59.8,8965,7131.821874,10057.39228,0
84419,3900.0,60059.1,,PRIJEM,VKLAD,N/C,N/B,1998,December,230,Male,Luca,Herrera,212-728-8894,luca.herrera@gmail.com,79 Ocean St.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
78859,43600.0,72931.6,,VYDAJ,VYBER,N/C,N/B,1998,December,247,Female,Payton,Hunter,759-824-1019,payton.hunter@gmail.com,239 N. Helen St.,Zlin,south Moravia,197099,10,74.7,9624,7131.821874,10057.39228,1
291053,36912.0,64814.7,,PRIJEM,VKLAD,N/C,N/B,1997,December,345,Female,Johanna,Summers,506-684-4619,johanna.summers@outlook.com,360 Greenview St.,Pardubice,east Bohemia,162580,6,72.8,9538,7131.821874,10057.39228,1
118326,30905.0,77586.8,63246583.0,PRIJEM,PREVOD Z UCTU,N/C,ST,1996,December,227,Male,Juliette,Howell,671-446-6566,juliette.harper@gmail.com,9821 North Cherry Court,Praha - zapad,central Bohemia,75637,7,36.5,9622,7131.821874,10057.39228,1
94421,1150.0,26025.7,,VYDAJ,VYBER,N/C,N/B,1995,December,351,Female,Destiny,Spencer,918-665-8581,destiny.spencer@gmail.com,49 West Rocky River St.,Pardubice,east Bohemia,162580,6,72.8,9538,7131.821874,10057.39228,0
59972,4300.0,56619.2,,VYDAJ,VYBER,N/C,N/B,1996,December,170,Female,Natalia,Chavez,446-959-1855,natalia.chavez@gmail.com,76 John Lane,Pelhrimov,south Bohemia,74062,7,61.4,8114,7131.821874,10057.39228,0
1470509,40669.0,42066.9,,PRIJEM,VKLAD,N/C,N/B,1996,December,214,Male,Carter,Carter,211-579-5490,carter.carter@gmail.com,819 Prince St.,Teplice,north Bohemia,128118,8,85.3,9317,7131.821874,10057.39228,1
30824,598.0,43811.4,6381905.0,VYDAJ,PREVOD NA UCET,SIPO,UV,1997,December,96,Female,Sarah,Murphy,958-281-5227,sarah.murphy456@gmail.com,8537 Greenrose Drive,Usti nad Labem,north Bohemia,118650,3,85.6,9832,7131.821874,10057.39228,0
105456,3680.0,16886.4,,VYDAJ,VYBER,N/C,N/B,1997,December,335,Female,Tessa,Lane,466-525-7248,tessa.lane4@gmail.com,468 Cypress Street,Praha - zapad,central Bohemia,75637,7,36.5,9622,7131.821874,10057.39228,0
790296,20806.0,49582.6,,PRIJEM,VKLAD,N/C,N/B,1994,December,194,Male,Leonard,Moss,882-421-2888,leonard.moss@gmail.com,144 Amerige Lane,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,1
9168,16100.0,63068.7,,VYDAJ,VYBER,N/C,N/B,1998,June,14,Female,Aubrey,Lopez,776-464-1839,aubrey.lopez@gmail.com,943 N. Birch Hill Avenue,Kolin,central Bohemia,95616,6,51.4,9307,7131.821874,10057.39228,0
74223,2145.0,31783.0,,VYBER,VYBER,N/C,N/B,1998,June,23,Male,Everett,Hunter,617-595-3809,everett.hunter@gmail.com,22 Grove Dr.,Znojmo,south Moravia,114200,4,43.7,8403,7131.821874,10057.39228,0
240029,19241.0,55864.7,,PRIJEM,VKLAD,N/C,N/B,1997,December,131,Male,Eden,Olsen,724-793-9839,eden.olsen@gmail.com,880 Manhattan St.,Strakonice,south Bohemia,70646,4,58.4,8547,7131.821874,10057.39228,1
92575,100.0,35691.9,,VYDAJ,VYBER,SLUZBY,N/B,1997,December,90,Male,Vanessa,Elliott,959-339-4547,vanessa.dunn67@gmail.com,7402 Marsh Rd.,Cesky Krumlov,south Bohemia,58796,5,51.9,9045,7131.821874,10057.39228,0
133978,164.0,19024.5,84388368.0,VYDAJ,PREVOD NA UCET,SIPO,AB,1996,December,98,Male,Leila,Harvey,722-912-5618,leila.harvey@outlook.com,8803 Grandrose St.,Prachatice,south Bohemia,51428,4,52.7,8402,7131.821874,10057.39228,0
88736,3000.0,48639.8,,VYDAJ,VYBER,N/C,N/B,1995,December,108,Female,Alaina,Medina,372-198-6139,alaina.medina@outlook.com,577 Trusel Ave.,Brno - mesto,south Moravia,387570,1,100.0,9897,7131.821874,10057.39228,0
83699,12043.0,35536.7,,PRIJEM,VKLAD,N/C,N/B,1996,December,133,Female,Aliyah,Meyer,568-123-5924,aliyah.meyer@outlook.com,83 Griffin Street,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,7131.821874,10057.39228,0
2395,14.6,32628.4,,VYDAJ,VYBER,SLUZBY,N/B,1995,December,334,Male,James,Clark,431-869-3807,james.clark9@gmail.com,275 Fairground Drive,Teplice,north Bohemia,128118,8,85.3,9317,7131.821874,10057.39228,0
1095394,26258.0,77871.4,79180401.0,PRIJEM,PREVOD Z UCTU,N/C,MN,1996,December,97,Female,Josephine,Gibson,510-072-4448,josephine.gibson@gmail.com,94 Hill Field Ave.,Most,north Bohemia,119895,4,89.9,10446,7131.821874,10057.39228,1
549141,23035.0,45105.2,39485311.0,PRIJEM,PREVOD Z UCTU,N/C,GH,1994,December,318,Female,Phoebe,Alford,508-334-7294,phoebe.alford@outlook.com,41 North Country Club Ave.,Rychnov nad Kneznou,east Bohemia,78955,9,59.0,9060,7131.821874,10057.39228,1
356924,30388.0,72651.6,,PRIJEM,VKLAD,N/C,N/B,1997,December,341,Male,Rodney,Bartlett,676-614-7462,rodney.bartlett@outlook.com,3 SE. Dogwood Dr.,Plzen - sever,west Bohemia,72541,8,36.9,8594,7131.821874,10057.39228,1
23650,9039.0,24963.6,32111394.0,VYDAJ,PREVOD NA UCET,SIPO,WX,1997,December,126,Female,Ellie,Phillips,485-505-9594,ellie.phillips@outlook.com,40 Myers Lane,Ostrava - mesto,north Moravia,323870,1,100.0,10673,7131.821874,10057.39228,0
80845,14.6,45821.9,,VYDAJ,VYBER,SLUZBY,N/B,1997,December,273,Female,Norah,Robertson,212-576-9083,norah.robertson4@gmail.com,759 Young Ave.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
1272743,18400.0,47053.4,,VYDAJ,VYBER,N/C,N/B,1994,December,241,Male,Umar,Childs,839-706-6134,umar.childs@hotmail.com,7304 Sunnyslope Lane,Benesov,central Bohemia,88884,5,46.7,8507,7131.821874,10057.39228,1
142270,2660.0,56893.9,7729125.0,VYDAJ,PREVOD NA UCET,SIPO,CD,1996,December,349,Male,Caiden,Lambert,212-246-8248,caiden.lambert@outlook.com,564 Ridgewood Rd.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
160886,9200.0,35777.6,,VYDAJ,VYBER,N/C,N/B,1995,December,97,Female,Amiyah,Powers,796-885-0902,amiyah.powers@outlook.com,9414 North Walnutwood Road,Rakovnik,central Bohemia,53921,2,41.3,8598,7131.821874,10057.39228,0
117860,308.0,49472.5,57553499.0,VYDAJ,PREVOD NA UCET,POJISTNE,OP,1993,December,218,Male,Paxton,Oliver,778-956-9336,paxton.oliver@gmail.com,7288 E. College Ave.,Tabor,south Bohemia,103347,7,67.0,9104,7131.821874,10057.39228,0
740340,30700.0,76949.0,,VYDAJ,VYBER,N/C,N/B,1996,December,333,Male,Holt,Guerrero,996-370-7722,holt.guerrero8@hotmail.com,915 Windfall St.,Kutna Hora,central Bohemia,77963,4,51.5,8546,7131.821874,10057.39228,1
611876,19520.0,56290.8,,VYDAJ,VYBER,N/C,N/B,1998,December,165,Female,Sydnee,Doherty,351-629-8900,sydnee.doherty@outlook.com,7832 N. Newcastle Dr.,Chrudim,east Bohemia,105606,7,53.0,8254,7131.821874,10057.39228,1
769014,33500.0,92106.4,,VYDAJ,VYBER,N/C,N/B,1998,December,78,Female,Arielle,Stahl,508-385-2224,arielle.stahl@hotmail.com,9989 Myers Street,Rychnov nad Kneznou,east Bohemia,78955,9,59.0,9060,7131.821874,10057.39228,1
304763,29772.0,88892.8,,PRIJEM,VKLAD,N/C,N/B,1998,December,63,Male,Dallas,Salas,781-004-8273,dallas.conley@hotmail.com,9 Madison Dr.,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,1
32494,360.0,24594.2,,VYDAJ,VYBER,N/C,N/B,1996,December,126,Male,Eleanor,Watson,666-552-5596,eleanor.cook45@gmail.com,7526 Jockey Hollow St.,Litomerice,north Bohemia,114006,9,62.3,9065,7131.821874,10057.39228,0
1141585,17346.0,36108.4,,PRIJEM,VKLAD,N/C,N/B,1997,December,257,Male,Kilian,Emerson,508-895-2190,kilian.emerson@gmail.com,9026 Hickory Street,Jihlava,south Moravia,109164,4,63.6,8757,7131.821874,10057.39228,1
1056073,21388.0,43469.6,,PRIJEM,VKLAD,N/C,N/B,1995,December,343,Male,Tiago,Costa,219-918-0634,tiago.costa229@gmail.com,73 Peg Shop Drive,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,1
832755,18768.0,51805.5,,PRIJEM,VKLAD,N/C,N/B,1998,December,126,Male,Vicente,Tidwell,892-671-8174,vicente.floyd@hotmail.com,9364 Princess Drive,Havlickuv Brod,east Bohemia,95907,7,59.1,8388,7131.821874,10057.39228,1
9874,6070.0,67754.4,58999049.0,VYDAJ,PREVOD NA UCET, ,IJ,1997,December,101,Male,Oliver,Green,334-407-0626,oliver.green@gmail.com,50 Smith Store Ave.,Frydek - Mistek,north Moravia,228848,6,57.2,9893,7131.821874,10057.39228,0
688519,20252.0,64036.0,,PRIJEM,VKLAD,N/C,N/B,1996,December,316,Female,Sophia,Eldridge,444-421-8596,sophia.eldridge@gmail.com,320 South Glenholme Drive,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,1
90658,14.6,14922.4,,VYDAJ,VYBER,SLUZBY,N/B,1996,December,152,Male,Jeremy,Grant,250-085-3063,jeremy.grant5@gmail.com,7827 Monroe Street,Jindrichuv Hradec,south Bohemia,93931,8,56.9,8427,7131.821874,10057.39228,0
84139,4800.0,27757.2,,VYDAJ,VYBER,N/C,N/B,1996,December,98,Female,Aliyah,Meyer,568-123-5924,aliyah.meyer@outlook.com,83 Griffin Street,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,7131.821874,10057.39228,0
717603,25920.0,50210.5,55121827.0,PRIJEM,PREVOD Z UCTU,N/C,WX,1996,December,133,Male,Antwon,Garrett,808-268-7264,antwon.garrett@gmail.com,634 East Newport Court,Teplice,north Bohemia,128118,8,85.3,9317,7131.821874,10057.39228,1
464536,55500.0,66268.3,,VYDAJ,VYBER,N/C,N/B,1996,December,303,Male,Colter,Bird,978-250-4045,colter.bird@gmail.com,855 Race Street,Jesenik,north Moravia,42821,3,48.4,8173,7131.821874,10057.39228,1
140179,14.6,19800.9,,VYDAJ,VYBER,SLUZBY,N/B,1998,December,90,Male,Cesar,Welch,812-219-4766,cesar.estrada@gmail.com,899 Glendale Ave.,Olomouc,north Moravia,226122,4,62.6,8994,7131.821874,10057.39228,0
35609,11498.0,37860.8,,PRIJEM,VKLAD,N/C,N/B,1993,December,341,Female,Autumn,Bell,823-052-1885,autumn.bell@outlook.com,60 Somerset Lane,Brno - mesto,south Moravia,387570,1,100.0,9897,7131.821874,10057.39228,0
695301,30390.0,128894.7,,PRIJEM,VKLAD,N/C,N/B,1996,December,327,Female,Chloe,Groves,147-990-6374,chloe.groves@outlook.com,772 Shore Ave.,Jindrichuv Hradec,south Bohemia,93931,8,56.9,8427,7131.821874,10057.39228,1
1399848,37900.0,56894.1,,VYDAJ,VYBER,N/C,N/B,1997,December,283,Male,Alexander,Hall,143-749-9939,alexander.hall5@gmail.com,267 Swanson Road,Most,north Bohemia,119895,4,89.9,10446,7131.821874,10057.39228,1
35807,14.6,26752.5,,VYDAJ,VYBER,SLUZBY,N/B,1994,December,120,Female,Autumn,Bell,823-052-1885,autumn.bell@outlook.com,60 Somerset Lane,Brno - mesto,south Moravia,387570,1,100.0,9897,7131.821874,10057.39228,0
798216,36157.0,72965.4,,PRIJEM,VKLAD,N/C,N/B,1997,December,205,Male,Jefferson,Regan,475-861-9250,jefferson.francis@gmail.com,798 Bow Ridge Ave.,Benesov,central Bohemia,88884,5,46.7,8507,7131.821874,10057.39228,1
24175,2252.0,16935.0,85687774.0,VYDAJ,PREVOD NA UCET,N/C,IJ,1996,December,164,Male,Levi,Evans,933-101-0725,levi.cook@gmail.com,6 Alderwood Ave.,Hradec Kralove,east Bohemia,161854,6,76.3,9425,7131.821874,10057.39228,0
59094,43040.0,22239.9,,VYDAJ,VYBER,N/C,N/B,1998,December,165,Female,Delilah,Cole,212-712-8706,delilah.cole@gmail.com,9610 Leeton Ridge St.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
556989,26901.0,84342.3,,PRIJEM,VKLAD,N/C,N/B,1996,December,230,Male,Zephaniah,Bruno,213-685-1728,zephaniah.bruno@hotmail.com,7946 Oak Valley Circle,Ostrava - mesto,north Moravia,323870,1,100.0,10673,7131.821874,10057.39228,1
124626,14.6,26168.5,,VYDAJ,VYBER,SLUZBY,N/B,1994,December,120,Male,Clayton,Little,264-410-1092,clayton.little@outlook.com,142 East Lafayette Drive,Rakovnik,central Bohemia,53921,2,41.3,8598,7131.821874,10057.39228,0
183521,34856.0,130808.7,,PRIJEM,VKLAD,N/C,N/B,1996,December,35,Female,Cheyenne,Thornton,383-597-4920,cheyenne.thornton@gmail.com,9677 Overlook Drive,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,1
830133,31402.0,94642.6,,PRIJEM,VKLAD,N/C,N/B,1997,December,340,Female,Leighton,Mcgraw,129-883-3084,leighton.mcgraw@gmail.com,154 Green Lake Road,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,1
14185,9.0,67947.1,30289006.0,VYDAJ,PREVOD NA UCET, ,UV,1994,December,73,Female,Natalie,Robinson,352-888-5607,natalie.robinson@gmail.com,114 Spring Street,Jicin,east Bohemia,77917,5,53.5,8390,7131.821874,10057.39228,0
523644,27198.0,122408.9,,PRIJEM,VKLAD,N/C,N/B,1994,December,175,Female,Kaidence,Lancaster,653-502-9864,kaidence.lancaster@gmail.com,8257 Buckingham Drive,Sokolov,west Bohemia,94812,10,81.8,9650,7131.821874,10057.39228,1
101754,6900.0,54250.1,,VYDAJ,VYBER,N/C,N/B,1998,December,315,Male,Jaden,Lawrence,783-668-6208,jaden.lawrence7@yahoo.com,9365 Surrey St.,Litomerice,north Bohemia,114006,9,62.3,9065,7131.821874,10057.39228,0
12441,800.0,75054.3,,VYDAJ,VYBER,N/C,N/B,1998,December,338,Female,Addison,Harris,492-103-4485,addison.harris@hotmail.com,7715 Prince Dr.,Olomouc,north Moravia,226122,4,62.6,8994,7131.821874,10057.39228,0
144901,3572.0,77731.1,20747721.0,VYDAJ,PREVOD NA UCET,POJISTNE,AB,1997,December,219,Female,Lilliana,May,585-371-5009,lilliana.may@gmail.com,300 N. Court Dr.,Prerov,north Moravia,138032,5,64.6,8819,7131.821874,10057.39228,0
1188856,19872.0,45778.7,86277645.0,PRIJEM,PREVOD Z UCTU,N/C,AB,1997,December,42,Male,Ruth,Pearson,464-672-3099,ruth.pearson@gmail.com,8821 Randall Mill Drive,Zlin,south Moravia,197099,10,74.7,9624,7131.821874,10057.39228,1
657039,19179.0,48277.7,,VYBER,VYBER,N/C,N/B,1995,December,74,Female,Kambree,Dewitt,585-427-8176,kambree.dewitt@outlook.com,366 Edgewood Street,Rokycany,west Bohemia,45714,6,55.6,8843,7131.821874,10057.39228,1
297642,21231.0,94856.8,,PRIJEM,VKLAD,N/C,N/B,1998,December,73,Female,Julissa,Clayton,694-780-1379,julissa.clayton@gmail.com,735 Beaver Ridge Lane,Teplice,north Bohemia,128118,8,85.3,9317,7131.821874,10057.39228,1
1156944,28800.0,-726.8,,VYDAJ,VYBER,N/C,N/B,1998,June,6,Male,Nova,Welsh,212-271-5275,nova.welsh@hotmail.com,761 Ivy St.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
119009,7800.0,27092.6,,PRIJEM,VKLAD,N/C,N/B,1998,December,79,Male,Zane,Hanson,212-451-6206,zane.hanson@gmail.com,6 Pine Rd.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
28966,2400.0,30762.2,0.0,VYDAJ,VYBER KARTOU,N/C,N/B,1998,December,209,Male,Thomas,Stewart,212-540-6403,thomas.kelly2@gmail.com,258 Lexington Ave.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
183543,45210.0,96951.3,,PRIJEM,VKLAD,N/C,N/B,1997,December,242,Female,Cheyenne,Thornton,383-597-4920,cheyenne.thornton@gmail.com,9677 Overlook Drive,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,1
76024,14.6,69267.1,,VYDAJ,VYBER,SLUZBY,N/B,1996,December,152,Male,Kaiden,Palmer,948-418-8278,kaiden.palmer115@gmail.com,168 Bowman Road,Nachod,east Bohemia,112709,10,73.5,8369,7131.821874,10057.39228,0
1141786,19000.0,40480.6,,VYDAJ,VYBER,N/C,N/B,1995,December,138,Male,Kilian,Emerson,508-895-2190,kilian.emerson@gmail.com,9026 Hickory Street,Jihlava,south Moravia,109164,4,63.6,8757,7131.821874,10057.39228,1
107245,2221.0,18337.3,39232927.0,VYDAJ,PREVOD NA UCET,SIPO,ST,1997,December,279,Male,Sean,Perkins,212-728-0370,sean.burke@outlook.com,7751 West Belmont Dr.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
851349,30320.0,68228.4,,PRIJEM,VKLAD,N/C,N/B,1994,December,339,Female,Karla,Deal,737-919-0426,karla.deal@gmail.com,840 Deerfield Street,Ceska Lipa,north Bohemia,105058,10,81.0,9272,7131.821874,10057.39228,1
21561,778.0,38857.4,34794885.0,VYDAJ,PREVOD NA UCET, ,QR,1995,December,97,Male,Camila,Flores,212-946-7532,camila.campbell@gmail.com,7100 Wintergreen Street,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
57166,14.6,37433.9,,VYDAJ,VYBER,SLUZBY,N/B,1996,December,244,Female,Luna,Gonzales,742-521-6245,luna.gonzales@gmail.com,39 Brook St.,Ostrava - mesto,north Moravia,323870,1,100.0,10673,7131.821874,10057.39228,0
1427274,23323.0,36488.3,,VYBER,VYBER,N/C,N/B,1997,December,109,Female,Emily,Young,267-635-5608,emily.young5@gmail.com,9710 New Saddle Drive,Kolin,central Bohemia,95616,6,51.4,9307,7131.821874,10057.39228,1
50437,12792.0,49759.6,,PRIJEM,VKLAD,N/C,N/B,1996,December,134,Female,Clara,Butler,289-962-7503,clara.butler@outlook.com,9218 Cherry Hill Dr.,Kladno,central Bohemia,149893,6,67.4,9753,7131.821874,10057.39228,0
142165,16392.0,47690.2,,PRIJEM,VKLAD,N/C,N/B,1994,December,72,Male,Caiden,Lambert,212-246-8248,caiden.lambert@outlook.com,564 Ridgewood Rd.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
70699,14.6,24293.5,,VYDAJ,VYBER,SLUZBY,N/B,1996,December,121,Male,Wesley,Snyder,311-381-7297,wesley.snyder@gmail.com,8671 Applegate Ave.,Praha - vychod,central Bohemia,92084,5,46.7,10124,7131.821874,10057.39228,0
113216,14.6,35713.7,,VYDAJ,VYBER,SLUZBY,N/B,1998,December,151,Female,Fiona,Lawrence,548-340-9401,fiona.lawrence@gmail.com,9102 Lafayette Rd.,Frydek - Mistek,north Moravia,228848,6,57.2,9893,7131.821874,10057.39228,0
149376,1280.0,48905.9,,VYDAJ,VYBER,N/C,N/B,1994,December,356,Male,Rafael,Wong,212-753-2633,rafael.gregory@hotmail.com,9252 East Linda Court,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
379064,23341.0,73410.8,,PRIJEM,VKLAD,N/C,N/B,1996,December,288,Male,Jermaine,Reilly,481-203-1979,jermaine.reilly7@gmail.com,546 West Glen Creek Road,Olomouc,north Moravia,226122,4,62.6,8994,7131.821874,10057.39228,1
485565,19015.0,49968.1,,VYBER,VYBER,N/C,N/B,1998,December,249,Male,Jakari,Cowan,652-394-9340,jakari.cowan@outlook.com,9319 Littleton Street,Sokolov,west Bohemia,94812,10,81.8,9650,7131.821874,10057.39228,1
146332,3063.0,15780.0,74493413.0,PRIJEM,PREVOD Z UCTU,N/C,OP,1996,December,39,Male,Archer,Craig,481-328-0761,archer.craig@hotmail.com,7630 Thorne St.,Jicin,east Bohemia,77917,5,53.5,8390,7131.821874,10057.39228,0
135467,100.0,21602.4,,VYDAJ,VYBER,N/C,N/B,1995,December,337,Male,Keegan,Keller,128-884-0663,keegan.keller@gmail.com,403 Saxon St.,Melnik,central Bohemia,94725,6,63.4,9920,7131.821874,10057.39228,0
439989,24000.0,42734.7,,VYDAJ,VYBER,N/C,N/B,1997,December,194,Male,Mikel,Duffy,973-661-2577,mikel.costa@gmail.com,590 South High Point St.,Liberec,north Bohemia,159617,9,85.2,9198,7131.821874,10057.39228,1
929004,18354.0,82965.0,,VYBER,VYBER,N/C,N/B,1998,December,133,Male,Kymani,Wilkerson,617-256-7021,kymani.wilkerson@outlook.com,6 Hamilton Circle,Kromeriz,south Moravia,108871,6,62.1,8444,7131.821874,10057.39228,1
570612,34600.0,24261.8,,VYDAJ,VYBER,N/C,N/B,1997,December,58,Male,Tyrese,Nieves,232-200-4156,tyrese.nieves@gmail.com,8 Creek St.,Ostrava - mesto,north Moravia,323870,1,100.0,10673,7131.821874,10057.39228,1
30881,7329.0,42160.6,16341108.0,VYDAJ,PREVOD NA UCET, ,GH,1996,June,5,Female,Sarah,Murphy,958-281-5227,sarah.murphy456@gmail.com,8537 Greenrose Drive,Usti nad Labem,north Bohemia,118650,3,85.6,9832,7131.821874,10057.39228,0
1153309,18800.0,38773.5,,VYDAJ,VYBER,N/C,N/B,1996,June,6,Male,Presley,Lynch,984-479-6016,presley.bernal@outlook.com,679 N. New Saddle Ave.,Domazlice,west Bohemia,58400,6,52.4,8620,7131.821874,10057.39228,1
120572,18374.0,34894.8,,VYBER,VYBER,N/C,N/B,1998,December,87,Male,Cody,Burton,752-960-3642,cody.burton@yahoo.com,903 North Briarwood Ave.,Usti nad Labem,north Bohemia,118650,3,85.6,9832,7131.821874,10057.39228,1
44307,1736.0,16382.2,85938459.0,VYDAJ,PREVOD NA UCET,N/C,QR,1994,December,221,Male,Tyler,Barnes,388-129-0151,tyler.barnes@gmail.com,32 Mountainview Street,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,7131.821874,10057.39228,0
855715,17200.0,55792.6,,VYDAJ,VYBER,N/C,N/B,1996,December,339,Male,Kohen,Olsen,508-710-9977,kohen.olsen@gmail.com,247 Vine Ave.,Hodonin,south Moravia,161954,8,48.0,8720,7131.821874,10057.39228,1
151572,278.0,33564.7,18590253.0,VYDAJ,PREVOD NA UCET,POJISTNE,IJ,1998,December,343,Male,Louis,Becker,301-104-9521,louis.becker@hotmail.com,78 Bohemia Ave.,Bruntal,north Moravia,106054,6,63.1,8110,7131.821874,10057.39228,0
532537,25900.0,108631.9,,VYDAJ,VYBER,N/C,N/B,1998,December,221,Female,Rayne,Albert,751-221-8685,rayne.albert@gmail.com,475 Cedarwood Drive,Pardubice,east Bohemia,162580,6,72.8,9538,7131.821874,10057.39228,1
859873,48248.0,133188.5,,PRIJEM,VKLAD,N/C,N/B,1998,June,29,Female,Rebekah,Crump,212-530-8043,rebekah.crump@gmail.com,417 Orchard Lane,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
68905,2505.0,22196.4,55160808.0,VYDAJ,PREVOD NA UCET,SIPO,ST,1998,December,257,Female,Everly,Washington,212-213-2055,everly.washington@gmail.com,8942 Belmont Lane,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
103253,14.6,20147.3,,VYDAJ,VYBER,SLUZBY,N/B,1997,December,59,Male,Jake,Wheeler,670-467-6917,jake.wheeler5@gmail.com,728 S. Rockwell Street,Most,north Bohemia,119895,4,89.9,10446,7131.821874,10057.39228,0
147717,207.0,49760.0,62039023.0,VYDAJ,PREVOD NA UCET, ,ST,1996,December,196,Female,Alessandra,Holland,781-908-1105,alessandra.gabriela.holland3@gmail.com,7328 Hilltop St.,Prostejov,south Moravia,110643,4,51.9,8441,7131.821874,10057.39228,0
92748,7300.0,17300.0,,VYDAJ,VYBER,N/C,N/B,1998,December,217,Male,Alejandro,Cunningham,428-628-9845,alejandro.cunningham@hotmail.com,7008 Gregory Lane,Jicin,east Bohemia,77917,5,53.5,8390,7131.821874,10057.39228,0
204977,22067.0,51328.2,,PRIJEM,VKLAD,N/C,N/B,1994,December,42,Male,Ellis,Swanson,922-191-5994,ellis.miranda@hotmail.com,8613 West Elmwood St.,Plzen - sever,west Bohemia,72541,8,36.9,8594,7131.821874,10057.39228,1
128012,5286.0,25707.6,79427033.0,VYDAJ,PREVOD NA UCET,SIPO,IJ,1996,December,37,Male,Travis,Lucas,523-865-2635,travis.lucas@gmail.com,43 South Jefferson Street,Vyskov,south Moravia,86513,5,50.5,8288,7131.821874,10057.39228,0
93528,3800.0,25223.0,,VYDAJ,VYBER,N/C,N/B,1995,December,74,Female,Adriana,Pierce,968-407-7727,adriana.pierce@gmail.com,7731 West Charles Street,Liberec,north Bohemia,159617,9,85.2,9198,7131.821874,10057.39228,0
118027,2040.0,43941.7,,VYDAJ,VYBER,N/C,N/B,1997,June,1,Male,Paxton,Oliver,778-956-9336,paxton.oliver@gmail.com,7288 E. College Ave.,Tabor,south Bohemia,103347,7,67.0,9104,7131.821874,10057.39228,0
